MLS Number,Street Address,zip_code,county,County_Index,List Price,Sale Price,Age,Sq Ft Total,Lot Size,Days On Market,Listing Date,Sale Date,Year Built,Listing Year,Sale Year
CRPW21136545,6021 Bellflower BLVD ,90713,Los Angeles,0,749000,780000,78,1371,5610,8,6/23/2021 0:00,7/1/2021 0:00,1943,2021,2021
CRSW21122487,81351 Monet CT ,92201,Riverside,3,389900,389900,0,1504,5227,3,6/11/2021 0:00,6/14/2021 0:00,2021,2021,2021
CRV0-219002987,200 Lang ST ,93003,Ventura,12,579000,590000,69,920,6730.02,35,3/17/2019 0:00,4/21/2019 0:00,1952,2019,2019
CRV0-219013177,208 Carrizo ST ,93023,Ventura,12,599000,641000,49,1209,9000,17,10/29/2019 0:00,11/15/2019 0:00,1972,2019,2019
EB40957900,1173 Outrigger Cir ,94513,Contra Costa,4,840000,840000,28,2008,11880,0,7/8/2021 0:00,7/8/2021 0:00,1993,2021,2021
ME221064100,7770 Sierra DR ,95746,Placer,10,1350000,1250000,48,2850,10106,10,6/10/2021 0:00,6/20/2021 0:00,1973,2021,2021
ME221064883,3 Baylor PL ,95695,Yolo,24,700000,750000,50,2575,18622,9,6/9/2021 0:00,6/18/2021 0:00,1971,2021,2021
ME221065728,2285 Barcelona ,95377,San Joaquin,15,830000,865000,18,2791,7148,3,6/10/2021 0:00,6/13/2021 0:00,2003,2021,2021
ME221072443,108 Hubert DR ,95354,Stanislaus,16,365000,395000,44,1245,5663,4,6/21/2021 0:00,6/25/2021 0:00,1977,2021,2021
ME221073918,737 San Pablo AVE ,94085,Santa Clara,6,1298888,1600000,66,1325,5070,5,6/23/2021 0:00,6/28/2021 0:00,1955,2021,2021
ML81848562,111 10th ST ,93950,Monterey,22,1500000,1525000,95,1569,3600,15,6/11/2021 0:00,6/26/2021 0:00,1926,2021,2021
ML81848782,51 Inyo PL ,94061,San Mateo,11,1998000,2150000,56,1820,5992,8,6/14/2021 0:00,6/22/2021 0:00,1965,2021,2021
TM21-740318,4274 Farmdale AVE ,91604,Los Angeles,0,1500000,1500000,85,1870,6743,37,5/17/2021 0:00,6/23/2021 0:00,1936,2021,2021
TM21-748836,3849 Bledsoe AVE ,90066,Los Angeles,0,1795000,1930000,73,1973,5739,9,6/16/2021 0:00,6/25/2021 0:00,1948,2021,2021
TM21-751120,4520 Ayla Lane ,90041,Los Angeles,0,940130,940130,0,2108,1207,0,6/11/2021 0:00,6/11/2021 0:00,2021,2021,2021
BE40953657,6332 Owl Way ,94551,Alameda,5,1280000,1330000,23,2303,7590,8,6/10/2021 0:00,6/18/2021 0:00,1998,2021,2021
CRCV21127736,14913 New Foal TRL ,92336,San Bernardino,8,690000,690000,24,2393,5500,5,6/12/2021 0:00,6/17/2021 0:00,1997,2021,2021
CRIV21125316,4783 Dundee RD ,92503,Riverside,3,440000,440000,62,1125,7405,1,6/10/2021 0:00,6/11/2021 0:00,1959,2021,2021
CRLC21129702,9714 Tenaya WAY ,95451,Lake,37,462500,462500,30,2448,15443,12,6/15/2021 0:00,6/27/2021 0:00,1991,2021,2021
CRNP21110465,3641 Hamilton ST ,92614,Orange,1,1200000,1350000,33,2331,5850,24,5/23/2021 0:00,6/16/2021 0:00,1988,2021,2021
CROC21123683,29822 Stordahl CIR ,92677,Orange,1,1399900,1525000,56,2480,9000,9,6/8/2021 0:00,6/17/2021 0:00,1965,2021,2021
CROC21125107,28538 Via Reggio ,92677,Orange,1,989000,1055000,24,1944,3150,9,6/8/2021 0:00,6/17/2021 0:00,1997,2021,2021
CROC21129095,10879 El Mar AVE ,92708,Orange,1,1049000,1200000,47,2000,5000,6,6/17/2021 0:00,6/23/2021 0:00,1974,2021,2021
CRPW21121394,1243 Cranbrook PL ,92833,Orange,1,929000,965000,45,2001,5500,11,6/10/2021 0:00,6/21/2021 0:00,1976,2021,2021
CRPW21124782,5742 Trinette AVE ,92845,Orange,1,824800,915000,56,1440,6000,18,6/7/2021 0:00,6/25/2021 0:00,1965,2021,2021
CRSC21100695,271 Longview LN ,93405,San Luis Obispo,20,1310000,1310000,62,1602,9600,33,5/11/2021 0:00,6/13/2021 0:00,1959,2021,2021
CRSW21136957,30873 Balata DR ,92591,Riverside,3,540000,565000,23,1776,5663,10,6/19/2021 0:00,6/29/2021 0:00,1998,2021,2021
EB40956155,461 Scenic Ave ,94611,Alameda,5,2100000,2650000,62,2297,16875,8,6/25/2021 0:00,7/3/2021 0:00,1959,2021,2021
ME221024269,1719 Tanglewood LN ,95661,Placer,10,480000,480000,57,1429,7087,6,6/17/2021 0:00,6/23/2021 0:00,1964,2021,2021
ME221064750,5421 Hirsch CIR ,95757,Sacramento,2,620000,712500,17,2650,6068,5,6/10/2021 0:00,6/15/2021 0:00,2004,2021,2021
ME221067042,3053 oleander AVE ,95340,Merced,27,265000,280000,69,1099,12197,10,6/9/2021 0:00,6/19/2021 0:00,1952,2021,2021
ME221068697,1172 Silver Brook PL ,95337,San Joaquin,15,800000,830000,21,2700,12576,13,6/18/2021 0:00,7/1/2021 0:00,2000,2021,2021
ME221070086,1611 Jonquil DR ,95747,Placer,10,549000,576000,27,1692,4765,6,6/17/2021 0:00,6/23/2021 0:00,1994,2021,2021
ME221070742,6935 Findley WAY ,95628,Sacramento,2,399900,447000,65,1144,10890,7,6/18/2021 0:00,6/25/2021 0:00,1956,2021,2021
ME221072203,1342 7th ST ,95366,San Joaquin,15,540000,540000,36,1200,6129,0,6/21/2021 0:00,6/21/2021 0:00,1985,2021,2021
ME221082292,1071 Jasmine CIR ,95762,El Dorado,18,975000,1075000,20,2958,34151,1,7/12/2021 0:00,7/13/2021 0:00,2001,2021,2021
ML81848957,3743 Payne AVE ,95117,Santa Clara,6,1450000,1415000,48,1453,7641,8,6/15/2021 0:00,6/23/2021 0:00,1973,2021,2021
ML81849196,2457 Warburton AVE ,95051,Santa Clara,6,1649000,1888000,68,2274,6098,7,6/16/2021 0:00,6/23/2021 0:00,1953,2021,2021
ML81849587,621 Parcel ST ,93940,Monterey,22,1195000,1200000,37,1791,7500,2,6/18/2021 0:00,6/20/2021 0:00,1984,2021,2021
ML81850353,835 English Walnut WAY ,95037,Santa Clara,6,1675000,1675000,27,2538,10272,1,6/21/2021 0:00,6/22/2021 0:00,1994,2021,2021
ML81851489,17005 Hill RD ,95037,Santa Clara,6,1515000,1602663,0,2633,9704,0,6/30/2021 0:00,6/30/2021 0:00,2021,2021,2021
SF421561146,126 Arguello BLVD ,94118,San Francisco,19,5600000,5525000,90,3516,2853,17,6/9/2021 0:00,6/26/2021 0:00,1931,2021,2021
SF421561777,415 Alhambra RD ,94080,San Mateo,11,1088000,1200000,67,1190,4800,11,6/14/2021 0:00,6/25/2021 0:00,1954,2021,2021
SF421566446,24 Elsie ST ,94110,San Francisco,19,1995000,2400000,72,1487,1750,0,7/11/2021 0:00,7/11/2021 0:00,1949,2021,2021
TM21-749818,5837 Lantern CT ,90094,Los Angeles,0,1899000,2000000,7,2184,49074,7,6/16/2021 0:00,6/23/2021 0:00,2014,2021,2021
BA321051420,23 Heron DR ,94941,Marin,17,3995000,3865000,23,4456,14375,21,6/10/2021 0:00,7/1/2021 0:00,1998,2021,2021
BA321055486,2328 Rowe DR ,95403,Sonoma,13,650000,685000,70,1412,6599,19,6/18/2021 0:00,7/7/2021 0:00,1951,2021,2021
BE40955449,78 Magellan Ave ,95116,Santa Clara,6,835000,835000,72,1160,5250,0,6/22/2021 0:00,6/22/2021 0:00,1949,2021,2021
CRCV21124535,933 N Easley Canyon RD ,91741,Los Angeles,0,1399900,1400000,44,2751,43172,7,6/9/2021 0:00,6/16/2021 0:00,1977,2021,2021
CRCV21127886,30299 Mondavi CIR ,92563,Riverside,3,499000,510000,19,1772,5663,11,6/11/2021 0:00,6/22/2021 0:00,2002,2021,2021
CRCV21137197,1169 Viewpoint ST ,91784,San Bernardino,8,615000,650000,35,1401,5650,11,6/24/2021 0:00,7/5/2021 0:00,1986,2021,2021
CROC21130139,801 E 37th ST ,90807,Los Angeles,0,980000,1100000,94,1575,5722,1,6/16/2021 0:00,6/17/2021 0:00,1927,2021,2021
ME201900316,8 Nikki CT ,95965,Butte,9,304900,310000,16,1640,6098,8,1/31/2019 0:00,2/8/2019 0:00,2005,2019,2019
ME202001088,13152 County 270 RD ,95962,Yuba,21,225000,200000,43,2016,676051,18,4/1/2020 0:00,4/19/2020 0:00,1978,2020,2020
ME202100621,4085 State Highway 20 ,95901,Yuba,21,525000,525000,28,2150,280091,32,3/16/2021 0:00,4/17/2021 0:00,1993,2021,2021
ME221065213,1392 Aptos Creek CT ,95961,Yuba,21,470000,490000,17,1841,8712,4,6/10/2021 0:00,6/14/2021 0:00,2004,2021,2021
ME221065275,8596 Ria Formosa WAY ,95757,Sacramento,2,639000,731000,5,2645,6033,5,6/10/2021 0:00,6/15/2021 0:00,2016,2021,2021
ME221069498,1217 Jill LN ,95355,Stanislaus,16,395000,423500,43,1584,7148,5,6/18/2021 0:00,6/23/2021 0:00,1978,2021,2021
ME221073469,1328 Grand Junction WAY ,95747,Placer,10,715000,735000,5,2744,7410,5,6/24/2021 0:00,6/29/2021 0:00,2016,2021,2021
ML81848086,180 Silverwood DR ,95066,Santa Cruz,26,1785000,1785000,25,3298,20691,2,6/7/2021 0:00,6/9/2021 0:00,1996,2021,2021
ML81848510,1520 Sunrise DR ,95020,Santa Clara,6,1099000,1177000,21,2492,6348,5,6/11/2021 0:00,6/16/2021 0:00,2000,2021,2021
ML81848593,658 Foothill DR ,94044,San Mateo,11,1199000,1315000,57,1260,4600,10,6/11/2021 0:00,6/21/2021 0:00,1964,2021,2021
BA321063323,123 David Lamoree WAY ,94571,Solano,14,465000,470000,5,1853,5192,8,7/1/2021 0:00,7/9/2021 0:00,2016,2021,2021
BE40953671,293 Fairway Street ,94544,Alameda,5,799800,920000,66,1170,5096,18,6/11/2021 0:00,6/29/2021 0:00,1955,2021,2021
BE40954925,37182 BLACOW RD ,94536,Alameda,5,799000,853000,71,990,5429,7,6/18/2021 0:00,6/25/2021 0:00,1950,2021,2021
CNSR21132859,26 Corral RD ,91307,Los Angeles,0,1599000,1505000,3,3660,44431,8,6/16/2021 0:00,6/24/2021 0:00,2018,2021,2021
CRAR21143931,17229 E Laxford RD ,91702,Los Angeles,0,695000,680000,67,1753,6887,1,7/1/2021 0:00,7/2/2021 0:00,1954,2021,2021
CROC21122738,61756 Onaga ,92252,San Bernardino,8,499000,570000,16,1513,18505,5,6/9/2021 0:00,6/14/2021 0:00,2005,2021,2021
CROC21135624,317 N Sacramento ST ,92867,Orange,1,774000,735000,57,1578,6100,9,6/23/2021 0:00,7/2/2021 0:00,1964,2021,2021
CRP0-820002022,2521 Santa Anita AVE ,91001,Los Angeles,0,2495000,2734000,90,5610,37748,7,6/3/2020 0:00,6/10/2020 0:00,1931,2020,2020
CRPV21119519,19769 Wadley AVE ,90746,Los Angeles,0,819000,820000,57,1813,5501,11,6/4/2021 0:00,6/15/2021 0:00,1964,2021,2021
CRSB21131761,5218 Carmen ST ,90503,Los Angeles,0,1399000,1600000,66,1760,10212,0,6/16/2021 0:00,6/16/2021 0:00,1955,2021,2021
CRSW21131729,24384 Via Briones ,92562,Riverside,3,499000,520000,32,1541,7841,11,6/14/2021 0:00,6/25/2021 0:00,1989,2021,2021
CRTR21135396,13654 Star Ruby AVE ,92880,Riverside,3,995000,949000,13,4288,7405,8,6/22/2021 0:00,6/30/2021 0:00,2008,2021,2021
ME201900602,3250 Glen AVE ,95966,Butte,9,200000,205000,59,1452,18731,5,3/1/2019 0:00,3/6/2019 0:00,1962,2019,2019
ME221063263,16734 Patricia WAY ,95949,Nevada,28,549000,549000,37,2137,46174,2,6/10/2021 0:00,6/12/2021 0:00,1984,2021,2021
ME221065062,630 Gotham DR ,95210,San Joaquin,15,349990,320000,42,1584,5998,15,6/9/2021 0:00,6/24/2021 0:00,1979,2021,2021
ME221065173,3032 Twin Creeks LN ,95677,Placer,10,399900,425000,32,986,3467,11,6/10/2021 0:00,6/21/2021 0:00,1989,2021,2021
ME221072626,8276 Crystal Walk CIR ,95758,Sacramento,2,456900,475000,16,1566,2322,8,6/23/2021 0:00,7/1/2021 0:00,2005,2021,2021
BA321044732,2962 Bella DR ,94519,Contra Costa,4,749888,738800,12,1861,2078,11,6/17/2021 0:00,6/28/2021 0:00,2009,2021,2021
CNSR21128850,3982 Barbury Palms WAY ,92571,Riverside,3,440000,480000,16,2445,5227,7,6/14/2021 0:00,6/21/2021 0:00,2005,2021,2021
CNSR21130076,4387 Brookdale LN ,93021,Ventura,12,674900,715000,48,1328,4557,8,6/16/2021 0:00,6/24/2021 0:00,1973,2021,2021
CNSR21149224,3117 S Center ST ,92704,Orange,1,785000,785000,49,1419,6099,0,7/8/2021 0:00,7/8/2021 0:00,1972,2021,2021
CRCV21093863,1521 Nearglen AVE ,91740,Los Angeles,0,699000,758500,61,1154,7954,46,5/3/2021 0:00,6/18/2021 0:00,1960,2021,2021
CRIG21115896,10986 Stonehenge PL ,92503,Riverside,3,550000,620000,43,1505,10454,11,6/4/2021 0:00,6/15/2021 0:00,1978,2021,2021
CRIV21121754,36666 Sevilla WAY ,92223,Riverside,3,493000,527000,2,2106,9148,11,6/3/2021 0:00,6/14/2021 0:00,2019,2021,2021
CRMC21138741,2711 Villa DR ,95340,Merced,27,250000,270000,46,1064,6970,6,6/24/2021 0:00,6/30/2021 0:00,1975,2021,2021
CROC21143713,2725 Iroquois AVE ,90815,Los Angeles,0,890000,890000,70,1176,5560,7,5/20/2021 0:00,5/27/2021 0:00,1951,2021,2021
CRPF21134675,1311 Dartmouth DR ,91205,Los Angeles,0,869000,1110000,96,1227,4091,7,6/22/2021 0:00,6/29/2021 0:00,1925,2021,2021
CRPTP2104059,455 Whalers CT ,92154,San Diego,7,799000,850000,17,2541,5703,22,5/31/2021 0:00,6/22/2021 0:00,2004,2021,2021
CRPW21114760,29403 Taos CIR ,92563,Riverside,3,589900,695000,19,2570,8712,20,5/26/2021 0:00,6/15/2021 0:00,2002,2021,2021
CRPW21129436,1706 Terrace LN ,91768,Los Angeles,0,409000,427000,37,913,2545,5,6/15/2021 0:00,6/20/2021 0:00,1984,2021,2021
CRSB21148112,3521 Laurel AVE ,90266,Los Angeles,0,3550000,3550000,7,3347,4865,0,7/5/2021 0:00,7/5/2021 0:00,2014,2021,2021
CRV0-219014072,4044 Cliffrose AVE ,93021,Ventura,12,769000,765000,36,3069,6900,29,11/24/2019 0:00,12/23/2019 0:00,1985,2019,2019
EB40953838,883 Adams Ave ,94550,Alameda,5,899000,950000,62,1471,6237,12,6/19/2021 0:00,7/1/2021 0:00,1959,2021,2021
EB40955400,816 Alice St ,94607,Alameda,5,1495000,1600000,124,2601,3844,18,6/21/2021 0:00,7/9/2021 0:00,1897,2021,2021
ME201903132,35 Cloverleaf DR ,95941,Butte,9,179000,179000,75,974,101495,265,9/6/2019 0:00,5/28/2020 0:00,1946,2019,2020
ME221053839,2106 Frascati DR ,95762,El Dorado,18,1350000,1425000,17,3732,28750,5,6/10/2021 0:00,6/15/2021 0:00,2004,2021,2021
ME221064146,6967 Corte Mercado ,94566,Alameda,5,1849999,2020000,35,2632,8040,6,6/10/2021 0:00,6/16/2021 0:00,1986,2021,2021
ME221068386,694 W Trevor DR ,95391,San Joaquin,15,1299899,1410000,2,3590,8747,3,6/14/2021 0:00,6/17/2021 0:00,2019,2021,2021
ME221068559,10465 Ambassador DR ,95670,Sacramento,2,469000,491000,59,1648,11761,7,6/14/2021 0:00,6/21/2021 0:00,1962,2021,2021
ME221068851,5416 Beauregard WAY ,95662,Sacramento,2,430000,435000,59,1292,7841,8,6/16/2021 0:00,6/24/2021 0:00,1962,2021,2021
ME221069495,2750 60th ST ,95817,Sacramento,2,435000,450500,74,1449,6294,3,6/17/2021 0:00,6/20/2021 0:00,1947,2021,2021
ML81848139,1484 Jeffery AVE ,95118,Santa Clara,6,1299888,1455000,61,1270,7353,31,6/10/2021 0:00,7/11/2021 0:00,1960,2021,2021
TM21-750894,5950 W 74Th ST ,90045,Los Angeles,0,1199000,1250000,74,1046,8710,6,6/18/2021 0:00,6/24/2021 0:00,1947,2021,2021
BA321043170,88 Jewell ST ,94901,Marin,17,997000,1110000,73,1220,16030,11,6/17/2021 0:00,6/28/2021 0:00,1948,2021,2021
CNSR21124138,9842 N Lassen CT ,91345,Los Angeles,0,630000,665000,3,1717,2000,8,6/9/2021 0:00,6/17/2021 0:00,2018,2021,2021
BA321051720,7170 Lynch RD ,95472,Sonoma,13,1089000,1089000,75,3285,37897,4,6/15/2021 0:00,6/19/2021 0:00,1946,2021,2021
BA321053302,1288 Seghesio WAY ,95492,Sonoma,13,769000,765000,16,1912,3267,29,6/15/2021 0:00,7/14/2021 0:00,2005,2021,2021
CRAR21122418,1319 W Crumley ST ,91790,Los Angeles,0,669000,730000,65,1628,7634,14,6/7/2021 0:00,6/21/2021 0:00,1956,2021,2021
CC40953485,9 Sorrento Ct ,94526,Contra Costa,4,1795000,2200000,57,2002,13000,6,6/9/2021 0:00,6/15/2021 0:00,1964,2021,2021
CRCV21110998,12813 Somerset PL ,91710,San Bernardino,8,499900,533000,36,1268,3000,9,6/14/2021 0:00,6/23/2021 0:00,1985,2021,2021
CRCV21128562,320 Virginia RD ,91711,Los Angeles,0,601000,615000,66,1512,7947,10,6/14/2021 0:00,6/24/2021 0:00,1955,2021,2021
CRCV21131423,31025 All View DR ,92382,San Bernardino,8,175000,187000,64,736,13200,4,6/16/2021 0:00,6/20/2021 0:00,1957,2021,2021
CRNDP2106379,1820 Centennial WAY ,92026,San Diego,7,925000,950000,24,3309,6848,20,6/1/2021 0:00,6/21/2021 0:00,1997,2021,2021
CROC21117746,2800 Riachuelo ,92673,Orange,1,949000,1060000,34,1706,8400,19,5/30/2021 0:00,6/18/2021 0:00,1987,2021,2021
CRNDP2106774,571 Glenheather DR ,92069,San Diego,7,695000,701000,47,1464,7700,13,6/10/2021 0:00,6/23/2021 0:00,1974,2021,2021
CROC21154159,17109 Maurice AVE ,90703,Los Angeles,0,815000,815000,51,1491,5246,44,5/30/2021 0:00,7/13/2021 0:00,1970,2021,2021
CRPI21128553,1125 Fox Field LN ,93458,Santa Barbara,29,515000,515000,4,1800,3049,2,6/14/2021 0:00,6/16/2021 0:00,2017,2021,2021
CRPTP2104075,13423 Sohail St. ,92040,San Diego,7,699000,763000,31,1648,10226,3,6/9/2021 0:00,6/12/2021 0:00,1990,2021,2021
CRPW21131566,1404 N Lowell ST ,92706,Orange,1,695000,715000,83,1248,6850,7,6/16/2021 0:00,6/23/2021 0:00,1938,2021,2021
CRPW21126774,5911 Lynnbrook ,92886,Orange,1,880000,886000,50,1665,6900,6,6/10/2021 0:00,6/16/2021 0:00,1971,2021,2021
CRSW21124393,31860 Green Oak WAY ,92592,Riverside,3,540000,590000,14,1846,2859,6,6/9/2021 0:00,6/15/2021 0:00,2007,2021,2021
CRPW21127794,381 Prospect ,92780,Orange,1,629000,632000,58,1184,2730,7,6/12/2021 0:00,6/19/2021 0:00,1963,2021,2021
EB40953706,3984 Lyman Rd ,94602,Alameda,5,1089000,1545000,94,1840,5320,12,6/10/2021 0:00,6/22/2021 0:00,1927,2021,2021
CRSW21112928,32818 Kendal CT ,92584,Riverside,3,585000,680000,16,3031,10019,32,5/20/2021 0:00,6/21/2021 0:00,2005,2021,2021
EB40954728,4798 Fair Ave ,94619,Alameda,5,959000,976000,33,1940,6935,6,6/17/2021 0:00,6/23/2021 0:00,1988,2021,2021
CRTR21128147,2322 Ridgemont WAY ,91784,San Bernardino,8,729000,782000,33,1885,8436,1,6/24/2021 0:00,6/25/2021 0:00,1988,2021,2021
ME221066076,4985 Lorin CT ,95602,Placer,10,575000,595000,44,1380,59677,7,7/1/2021 0:00,7/8/2021 0:00,1977,2021,2021
CRV0-220007854,8494 Boise ST ,93004,Ventura,12,674900,680000,57,1577,7140,24,7/24/2020 0:00,8/17/2020 0:00,1964,2020,2020
ME202001371,328 Canyon Highlands DR ,95966,Butte,9,379000,385000,67,1842,24394,6,5/3/2020 0:00,5/9/2020 0:00,1954,2020,2020
ME221049442,231 22nd ST ,95816,Sacramento,2,629000,623000,115,1104,2801,11,6/10/2021 0:00,6/21/2021 0:00,1906,2021,2021
ME221064910,9700 Ranchwood CT ,95361,Stanislaus,16,715000,720000,29,2500,20342,5,6/9/2021 0:00,6/14/2021 0:00,1992,2021,2021
ME221068171,1356 Stoney Cross LN ,95648,Placer,10,485000,495000,14,1747,6338,5,6/17/2021 0:00,6/22/2021 0:00,2007,2021,2021
ME221069024,199 Clover Meadows CIR ,95648,Placer,10,550000,579000,4,2287,4661,5,6/17/2021 0:00,6/22/2021 0:00,2017,2021,2021
ME221069123,500 Cobblestone CT ,95747,Placer,10,439000,465000,25,964,5789,4,6/18/2021 0:00,6/22/2021 0:00,1996,2021,2021
TM21-748504,9753 Marklein AVE ,91343,Los Angeles,0,575000,575000,60,1473,7595,0,6/14/2021 0:00,6/14/2021 0:00,1961,2021,2021
TM21-751084,1611 Arla WAY ,90041,Los Angeles,0,900000,900000,0,1705,1207,0,6/11/2021 0:00,6/11/2021 0:00,2021,2021,2021
CC40959759,4411 Striped Maple Ct. ,94521,Contra Costa,4,1150000,1150000,46,2886,5520,0,7/21/2021 0:00,7/21/2021 0:00,1975,2021,2021
CNSR21108143,5828 Vahan CT ,93536,Los Angeles,0,505000,505000,3,2064,6771,0,6/25/2021 0:00,6/25/2021 0:00,2018,2021,2021
CNSR21125927,23574 Adamsboro DR ,91321,Los Angeles,0,690000,751100,55,1500,8001,6,6/11/2021 0:00,6/17/2021 0:00,1966,2021,2021
CNSR21131399,16210 Halsey ST ,91344,Los Angeles,0,1050000,1050000,62,1935,12205,5,6/17/2021 0:00,6/22/2021 0:00,1959,2021,2021
CRDW21143085,355 E Morningside ST ,90805,Los Angeles,0,580000,580000,74,924,4520,0,6/28/2021 0:00,6/28/2021 0:00,1947,2021,2021
CREV21126067,33764 King DR ,92399,San Bernardino,8,439000,465000,6,1904,3084,2,6/11/2021 0:00,6/13/2021 0:00,2015,2021,2021
CRIG21124473,3143 E Discovery ST ,91762,San Bernardino,8,575000,645000,5,1862,2430,10,6/9/2021 0:00,6/19/2021 0:00,2016,2021,2021
CRIV21131183,28585 Village Lakes RD ,92346,San Bernardino,8,375000,375000,33,1289,5250,1,6/15/2021 0:00,6/16/2021 0:00,1988,2021,2021
CRNDP2106608,2842 Avenida Valera ,92009,San Diego,7,1350000,1441000,26,2421,7530,5,6/8/2021 0:00,6/13/2021 0:00,1995,2021,2021
CRNDP2106631,1460 Eastmore PL ,92056,San Diego,7,715000,745000,33,1742,6265,2,6/8/2021 0:00,6/10/2021 0:00,1988,2021,2021
CRNP21136360,1710 Port Barmouth PL ,92660,Orange,1,2800000,2800000,53,2304,5915,0,6/23/2021 0:00,6/23/2021 0:00,1968,2021,2021
CROC21048060,17232 Chestnut ,92612,Orange,1,799900,785000,47,1400,4770,70,3/6/2021 0:00,5/15/2021 0:00,1974,2021,2021
CROC21125892,40 Las Castanetas ,92688,Orange,1,875900,957000,27,1670,4440,3,6/10/2021 0:00,6/13/2021 0:00,1994,2021,2021
CRPI21139276,2389 Turnstone ST ,93420,San Luis Obispo,20,898000,961000,19,2273,13071,4,7/2/2021 0:00,7/6/2021 0:00,2002,2021,2021
CRPW21034393,7645 E Camino Tampico ,92808,Orange,1,815000,890000,45,1729,9869,117,2/17/2021 0:00,6/14/2021 0:00,1976,2021,2021
CRPW21112930,1416 Termino AVE ,90804,Los Angeles,0,710000,710000,98,872,4208,49,5/25/2021 0:00,7/13/2021 0:00,1923,2021,2021
CRPW21130075,9781 Star DR ,92646,Orange,1,1295000,1450000,50,3049,6000,26,6/4/2021 0:00,6/30/2021 0:00,1971,2021,2021
CRSC21121522,1350 Paso Robles AVE ,93402,San Luis Obispo,20,649000,690000,46,1008,4875,10,6/4/2021 0:00,6/14/2021 0:00,1975,2021,2021
CRTR21128298,17495 Oakbluffs LN ,92649,Orange,1,2588000,2750000,7,3583,5576,5,6/16/2021 0:00,6/21/2021 0:00,2014,2021,2021
EB40954369,1812 Mission Dr ,94509,Contra Costa,4,499000,575000,53,1302,6000,6,6/16/2021 0:00,6/22/2021 0:00,1968,2021,2021
ME221065640,637 Lakecrest DR ,95762,El Dorado,18,1499999,1500000,16,5972,15246,11,6/11/2021 0:00,6/22/2021 0:00,2005,2021,2021
ME221066466,980 Julian ST ,95380,Stanislaus,16,299900,330000,63,1480,7985,7,6/11/2021 0:00,6/18/2021 0:00,1958,2021,2021
ME221068364,2205 C ST ,95816,Sacramento,2,399000,450000,101,723,3049,13,6/15/2021 0:00,6/28/2021 0:00,1920,2021,2021
ME221068984,3440 Pageant Drive ,95826,Sacramento,2,460000,475000,48,1428,6534,2,6/16/2021 0:00,6/18/2021 0:00,1973,2021,2021
ME221070415,4500 Belcrest WAY ,95821,Sacramento,2,549000,530000,61,1937,10890,8,6/24/2021 0:00,7/2/2021 0:00,1960,2021,2021
BA321034490,504 Wetlands Edge RD ,94503,Napa,25,849000,900000,18,2877,8242,10,6/19/2021 0:00,6/29/2021 0:00,2003,2021,2021
BA321047874,1207 Shell CT ,94533,Solano,14,550000,525000,32,1705,5510,1,6/30/2021 0:00,7/1/2021 0:00,1989,2021,2021
BA321051630,644 Chester DR ,94565,Contra Costa,4,455000,476500,65,1483,6100,27,6/11/2021 0:00,7/8/2021 0:00,1956,2021,2021
BA321055083,2846 Conifer DR ,94533,Solano,14,635000,650000,29,2379,6373,26,6/18/2021 0:00,7/14/2021 0:00,1992,2021,2021
CC40953424,1077 Rudgear Rd ,94596,Contra Costa,4,1549000,1575000,42,2604,7615,1,6/9/2021 0:00,6/10/2021 0:00,1979,2021,2021
