MLS Number,Street Address,zip_code,county,County_Index,List Price,Sale Price,Age,Sq Ft Total,Lot Size,Days On Market,Listing Date,Sale Date,Year Built,Listing Year,Sale Year
ML81852170,20194 Glasgow DR ,95070,Santa Clara,6,2998888,3700000,58,2576,13099,0,7/6/2021 0:00,7/6/2021 0:00,1963,2021,2021
BA321045044,5011 Charmian DR ,95409,Sonoma,13,629000,650000,58,1300,7701,26,6/16/2021 0:00,7/12/2021 0:00,1963,2021,2021
BA321057562,46950 Fish Rock RD ,95445,Mendocino,35,750000,795000,55,1200,235464,4,6/25/2021 0:00,6/29/2021 0:00,1966,2021,2021
BE40953627,4603 Vasari St ,94568,Alameda,5,1889000,2185000,7,3624,8512,7,6/10/2021 0:00,6/17/2021 0:00,2014,2021,2021
CC40955000,827 Mariposa ,94549,Contra Costa,4,849000,960000,71,1438,9964,11,6/18/2021 0:00,6/29/2021 0:00,1950,2021,2021
CREV21075442,1521 Vermont ST ,92374,San Bernardino,8,489900,495000,34,1464,8100,70,4/10/2021 0:00,6/19/2021 0:00,1987,2021,2021
CRNDP2106962,6334 La Pintura ,92037,San Diego,7,2550000,2550000,63,2465,25600,0,6/16/2021 0:00,6/16/2021 0:00,1958,2021,2021
CROC21076246,12805 Crawford DR ,92782,Orange,1,1388000,1450000,29,2925,6222,16,5/29/2021 0:00,6/14/2021 0:00,1992,2021,2021
CROC21121687,7436 Greenwich PL ,91730,San Bernardino,8,589000,625000,33,1438,4000,9,6/6/2021 0:00,6/15/2021 0:00,1988,2021,2021
CROC21152602,900 Chestnut PL ,92660,Orange,1,2100000,2100000,57,1891,9196,0,6/7/2021 0:00,6/7/2021 0:00,1964,2021,2021
CRSN21124299,24 Kimberlee LN ,95926,Butte,9,385000,407000,50,1342,6098,6,6/9/2021 0:00,6/15/2021 0:00,1971,2021,2021
CRSW21130771,40010 Stamos CT ,92591,Riverside,3,574900,625000,33,1674,8712,13,6/17/2021 0:00,6/30/2021 0:00,1988,2021,2021
CRV0-219002942,417 N G ST ,93030,Ventura,12,489900,475000,63,1380,6000,236,3/15/2019 0:00,11/6/2019 0:00,1958,2019,2019
ME202002150,937 Chestnut ST ,95928,Butte,9,319000,325000,118,1495,5663,12,7/22/2020 0:00,8/3/2020 0:00,1903,2020,2020
ME202100422,13761 Sun Forest DR ,95946,Nevada,28,325000,335000,40,1216,16117,8,2/16/2021 0:00,2/24/2021 0:00,1981,2021,2021
ME221010248,2847 Stephens LN ,95762,El Dorado,18,649000,705000,51,1785,12197,3,6/10/2021 0:00,6/13/2021 0:00,1970,2021,2021
ME221057193,373 Gold Mountain RD ,95981,Yuba,21,310000,310000,41,1440,20909,13,5/25/2021 0:00,6/7/2021 0:00,1980,2021,2021
ME221065811,9601 La Posada DR ,95361,Stanislaus,16,1050000,1050000,41,3239,30104,5,6/11/2021 0:00,6/16/2021 0:00,1980,2021,2021
ME221071999,82 46th ST ,95819,Sacramento,2,559900,554000,73,1357,5354,7,6/23/2021 0:00,6/30/2021 0:00,1948,2021,2021
ME221084556,1202 Potomac WAY ,95961,Yuba,21,478820,504457,0,2438,8872,15,12/12/2020 0:00,12/27/2020 0:00,2021,2020,2020
ML81847998,2323 Holland ST ,94403,San Mateo,11,1295000,1650000,65,1300,6612,8,6/9/2021 0:00,6/17/2021 0:00,1956,2021,2021
ML81848021,1532 San Ardo DR ,95125,Santa Clara,6,1750000,1860000,65,1943,8077,7,6/9/2021 0:00,6/16/2021 0:00,1956,2021,2021
ML81848804,2019 Kent DR ,94024,Santa Clara,6,3298000,3910000,62,2740,11979,10,6/14/2021 0:00,6/24/2021 0:00,1959,2021,2021
ML81848944,540 Stockton ST ,93907,Monterey,22,549950,575000,32,1180,3662,4,6/15/2021 0:00,6/19/2021 0:00,1989,2021,2021
ML81849113,1460 Noche Buena ST ,93955,Monterey,22,525000,546000,69,1058,3750,8,6/16/2021 0:00,6/24/2021 0:00,1952,2021,2021
BA321049525,500 Williams DR ,94954,Sonoma,13,699000,750000,66,1813,6299,8,6/15/2021 0:00,6/23/2021 0:00,1955,2021,2021
BA321051585,187 C ST ,94590,Solano,14,550000,588000,92,1263,8063,0,6/30/2021 0:00,6/30/2021 0:00,1929,2021,2021
BA321053307,2033 San Antonio PL ,95405,Sonoma,13,889000,955000,43,2394,13100,24,6/15/2021 0:00,7/9/2021 0:00,1978,2021,2021
BE40953548,2750 Rivers Bend Cir ,94550,Alameda,5,1189000,1250000,12,1921,5006,3,6/9/2021 0:00,6/12/2021 0:00,2009,2021,2021
BE40953740,2777 Calle Alegre ,94566,Alameda,5,1895000,2210000,41,2280,13999,6,6/10/2021 0:00,6/16/2021 0:00,1980,2021,2021
BE40955205,6024 Allium Pl ,94560,Alameda,5,1350000,1455000,5,1929,3517,28,3/8/2021 0:00,4/5/2021 0:00,2016,2021,2021
CC40955870,2056 Costa Ct ,94564,Contra Costa,4,700000,781000,56,1788,6840,6,6/24/2021 0:00,6/30/2021 0:00,1965,2021,2021
CNSR21125988,8344 W Avenue C4 ,93536,Los Angeles,0,599000,608000,15,2803,109118,20,6/1/2021 0:00,6/21/2021 0:00,2006,2021,2021
CRCV21132275,756 Sandy Hook AVE ,91744,Los Angeles,0,500000,500000,66,1269,6111,0,6/17/2021 0:00,6/17/2021 0:00,1955,2021,2021
CRIG21134413,14274 Florence ST ,92880,Riverside,3,728888,823000,10,2555,7405,8,6/22/2021 0:00,6/30/2021 0:00,2011,2021,2021
CRNDP2106846,602 Wildflower PL ,92026,San Diego,7,699000,730000,40,1964,4271,12,6/12/2021 0:00,6/24/2021 0:00,1981,2021,2021
CRPTP2104073,1642 Richandave Ave. ,92019,San Diego,7,589000,640000,60,1054,6500,18,6/2/2021 0:00,6/20/2021 0:00,1961,2021,2021
CRPV21135896,1311 S Helberta AVE ,90277,Los Angeles,0,1450000,1600000,68,1710,6073,8,6/22/2021 0:00,6/30/2021 0:00,1953,2021,2021
CRPW21131720,1601 Gish AVE ,90815,Los Angeles,0,775000,801000,72,826,6247,4,6/17/2021 0:00,6/21/2021 0:00,1949,2021,2021
CRSW21125020,5531 Carson RD ,92506,Riverside,3,570000,596000,67,1600,10454,7,6/7/2021 0:00,6/14/2021 0:00,1954,2021,2021
CRSW21125969,43150 Bassano DR ,92592,Riverside,3,535000,550000,20,1536,4356,7,6/10/2021 0:00,6/17/2021 0:00,2001,2021,2021
CRV1-6392,11371 Glenside LN ,93012,Ventura,12,1499000,1550000,33,3146,62291,1,6/11/2021 0:00,6/12/2021 0:00,1988,2021,2021
EB40953744,4148 N Anchor Ct ,94505,Contra Costa,4,575000,615000,23,1706,7760,11,6/18/2021 0:00,6/29/2021 0:00,1998,2021,2021
ME201902480,1615 Alma ST ,95965,Butte,9,215000,231000,57,1384,13504,8,7/16/2019 0:00,7/24/2019 0:00,1964,2019,2019
ME202002124,539 Everett St ,94530,Contra Costa,4,1024000,1100000,74,1864,3700,231,7/19/2020 0:00,3/7/2021 0:00,1947,2020,2021
ME221066916,8801 Lance AVE ,95662,Sacramento,2,419000,430000,61,1008,12197,2,6/16/2021 0:00,6/18/2021 0:00,1960,2021,2021
ME221067872,2163 Kapreil WAY ,95334,Merced,27,475000,475000,15,2794,5502,1,6/13/2021 0:00,6/14/2021 0:00,2006,2021,2021
ML81849543,7359 Limerick CT ,94568,Alameda,5,899000,930000,58,1116,7014,1,6/17/2021 0:00,6/18/2021 0:00,1963,2021,2021
BA321055416,308 Eastwood DR ,94954,Sonoma,13,885000,940000,51,2647,8002,9,6/22/2021 0:00,7/1/2021 0:00,1970,2021,2021
BA321059104,111 Hill DR ,94904,Marin,17,9500000,9500000,83,6520,28148,1,4/17/2021 0:00,4/18/2021 0:00,1938,2021,2021
CNSR21142670,4121 Laurelgrove AVE ,91604,Los Angeles,0,2999000,3240000,6,3975,6491,11,7/1/2021 0:00,7/12/2021 0:00,2015,2021,2021
CRCV21120947,746 James PL ,91767,Los Angeles,0,550000,600000,69,1185,10926,10,6/4/2021 0:00,6/14/2021 0:00,1952,2021,2021
CREV21124363,1275 Cragstone DR ,92545,Riverside,3,430000,445000,16,2098,8712,6,6/9/2021 0:00,6/15/2021 0:00,2005,2021,2021
CREV21135815,27316 Matterhorn ,92352,San Bernardino,8,550000,550000,34,1854,13667,3,6/22/2021 0:00,6/25/2021 0:00,1987,2021,2021
CRIG21121719,975 Mercury WAY ,92325,San Bernardino,8,299000,325000,87,1000,4300,13,6/4/2021 0:00,6/17/2021 0:00,1934,2021,2021
CRNDP2106431,9420 La Jolla Shores Dr ,92037,San Diego,7,2300000,2300000,62,1695,13500,62,4/14/2021 0:00,6/15/2021 0:00,1959,2021,2021
CROC21124558,183 W Avenida Junipero ,92672,Orange,1,1399000,1555000,62,1389,5250,7,6/9/2021 0:00,6/16/2021 0:00,1959,2021,2021
CROC21132383,27705 Via Rodrigo ,92692,Orange,1,679900,695000,44,1472,3700,4,6/17/2021 0:00,6/21/2021 0:00,1977,2021,2021
CRPW21112581,2008 N Lake Mead CIR ,92867,Orange,1,1410000,1400000,37,2404,9600,28,5/25/2021 0:00,6/22/2021 0:00,1984,2021,2021
CRPW21131533,22051 Robin ,92630,Orange,1,1025000,1130000,44,2444,5000,17,6/7/2021 0:00,6/24/2021 0:00,1977,2021,2021
CRSC21122516,2860 Atascadero RD ,93442,San Luis Obispo,20,2225000,2550000,43,2064,396396,22,5/27/2021 0:00,6/18/2021 0:00,1978,2021,2021
CRSW21131735,566 Iona CT ,92027,San Diego,7,625000,675000,25,1659,5954,4,6/17/2021 0:00,6/21/2021 0:00,1996,2021,2021
CRSW21132377,1434 W 222nd ST ,90501,Los Angeles,0,599000,649000,72,1509,9002,3,6/18/2021 0:00,6/21/2021 0:00,1949,2021,2021
ME202001823,3252 Rogue River DR ,95973,Butte,9,489000,484000,6,2216,6098,37,6/18/2020 0:00,7/25/2020 0:00,2015,2020,2020
ME221060025,7028 Cordially WAY ,95757,Sacramento,2,775000,765000,8,2537,6050,20,6/9/2021 0:00,6/29/2021 0:00,2013,2021,2021
ME221064241,9627 Appalachian DR ,95827,Sacramento,2,409000,471500,48,1543,6020,6,6/16/2021 0:00,6/22/2021 0:00,1973,2021,2021
ME221065671,4839 Braemar ST ,94531,Contra Costa,4,729900,748000,6,2333,4791,5,6/10/2021 0:00,6/15/2021 0:00,2015,2021,2021
ME221065827,301 Roundtree CT ,95831,Sacramento,2,279900,305000,50,932,1742,6,6/10/2021 0:00,6/16/2021 0:00,1971,2021,2021
ME221073102,3828 Coldwater DR ,95765,Placer,10,725000,764000,21,1635,9936,1,6/23/2021 0:00,6/24/2021 0:00,2000,2021,2021
ML81849229,2725 Medford AVE ,94061,San Mateo,11,1850000,1850000,68,1250,6322,0,6/16/2021 0:00,6/16/2021 0:00,1953,2021,2021
ML81850538,940 Hillcrest BLVD ,94030,San Mateo,11,2388000,2800000,82,2770,6288,5,6/24/2021 0:00,6/29/2021 0:00,1939,2021,2021
ML81853760,4018 Tuers RD ,95121,Santa Clara,6,1000000,1000000,43,1633,7235,0,7/15/2021 0:00,7/15/2021 0:00,1978,2021,2021
BE40955943,658 Patoma Ct ,94536,Alameda,5,1099000,1175000,66,1120,9384,0,6/24/2021 0:00,6/24/2021 0:00,1955,2021,2021
CC40955178,61 Carlos Ct ,94597,Contra Costa,4,1050000,1175000,69,1430,10010,4,6/18/2021 0:00,6/22/2021 0:00,1952,2021,2021
CC40955693,513 Winding Brook Ct ,94582,Contra Costa,4,2395000,2695000,25,3696,12160,7,6/23/2021 0:00,6/30/2021 0:00,1996,2021,2021
CNSR21125161,24113 Archwood ST ,91307,Los Angeles,0,749995,785000,61,1300,7586,0,6/10/2021 0:00,6/10/2021 0:00,1960,2021,2021
CRDW21132242,10223 San Miguel AVE ,90280,Los Angeles,0,637777,647777,41,1476,3646,7,6/17/2021 0:00,6/24/2021 0:00,1980,2021,2021
CRIV21109238,7408 Onyx AVE ,91730,San Bernardino,8,565000,595000,55,1936,7344,28,5/20/2021 0:00,6/17/2021 0:00,1966,2021,2021
CRNDP2107179,1247 Avenida Amistad ,92069,San Diego,7,749900,825000,20,1652,4792,0,6/21/2021 0:00,6/21/2021 0:00,2001,2021,2021
CRNP21151856,16 Brisbane CT ,92782,Orange,1,1215000,1215000,6,2144,3646,0,7/12/2021 0:00,7/12/2021 0:00,2015,2021,2021
CRPI21120595,5749 Salisbury LN ,93401,San Luis Obispo,20,1100000,1151000,32,2292,10454,7,6/3/2021 0:00,6/10/2021 0:00,1989,2021,2021
CRPI21136273,2545 S Elliot ST ,93454,Santa Barbara,29,639700,639700,17,1944,10019,1,6/23/2021 0:00,6/24/2021 0:00,2004,2021,2021
CRPTP2104003,10263 Palm Row DR ,92040,San Diego,7,499950,565000,44,1335,5888,52,4/23/2021 0:00,6/14/2021 0:00,1977,2021,2021
CRPW21078469,22332 Joliet AVE ,90716,Los Angeles,0,495000,495000,43,767,2495,0,4/13/2021 0:00,4/13/2021 0:00,1978,2021,2021
CRPW21123163,1312 Belfast AVE ,92626,Orange,1,995000,1100000,63,1262,6300,22,6/3/2021 0:00,6/25/2021 0:00,1958,2021,2021
CRPW21129032,33815 Golden Lantern ST ,92629,Orange,1,1299000,1421000,29,2144,4845,13,6/15/2021 0:00,6/28/2021 0:00,1992,2021,2021
CRPW21132831,2741 Larkspur AVE ,92821,Orange,1,899999,920000,42,2487,6780,10,6/18/2021 0:00,6/28/2021 0:00,1979,2021,2021
CRSB21119254,341 6th ST ,90266,Los Angeles,0,3699000,3575000,73,1394,2691,13,6/2/2021 0:00,6/15/2021 0:00,1948,2021,2021
CRV0-219000460,98 Calle Cinco De Mayo ,93022,Ventura,12,519900,500000,65,989,7200,123,1/11/2019 0:00,5/14/2019 0:00,1956,2019,2019
ME202100114,310 California ST ,95948,Butte,9,220000,220000,72,1022,4792,148,1/15/2021 0:00,6/12/2021 0:00,1949,2021,2021
ME202100903,4303 Jeffery CT ,95961,Yuba,21,310000,310000,59,1244,6534,12,4/30/2021 0:00,5/12/2021 0:00,1962,2021,2021
ME221064519,4240 G ST ,95819,Sacramento,2,1125000,1225000,31,2800,7200,5,6/10/2021 0:00,6/15/2021 0:00,1990,2021,2021
ME221064842,5506 Darby RD ,95765,Placer,10,599000,587000,24,1870,7031,7,6/10/2021 0:00,6/17/2021 0:00,1997,2021,2021
ME221068031,1702 Mifflen WAY ,95747,Placer,10,799900,860000,21,3170,9030,3,6/14/2021 0:00,6/17/2021 0:00,2000,2021,2021
ME221073525,1317 Picardy DR ,95351,Stanislaus,16,230000,230000,83,1014,8237,1,6/24/2021 0:00,6/25/2021 0:00,1938,2021,2021
ML81849065,216 Brooklyn AVE ,95128,Santa Clara,6,1198000,1488000,73,1228,5056,2,6/15/2021 0:00,6/17/2021 0:00,1948,2021,2021
ML81850072,1342 N San Pedro ST ,95110,Santa Clara,6,1298000,1550000,75,2222,5027,2,6/21/2021 0:00,6/23/2021 0:00,1946,2021,2021
ML81853933,2313 Walden SQ ,95124,Santa Clara,6,2298888,2515000,54,2392,8120,0,7/16/2021 0:00,7/16/2021 0:00,1967,2021,2021
BA321030025,2455 Burnt Oak DR ,95401,Sonoma,13,575000,635000,41,1625,7676,73,3/30/2021 0:00,6/11/2021 0:00,1980,2021,2021
BE40954371,17061 Via Perdido ,94580,Alameda,5,798000,850000,74,1068,6264,11,6/15/2021 0:00,6/26/2021 0:00,1947,2021,2021
CC40954657,851 Litwin Dr ,94518,Contra Costa,4,799000,870000,54,1880,9200,8,6/16/2021 0:00,6/24/2021 0:00,1967,2021,2021
CNSR21125058,21905 Wakefield CT ,91350,Los Angeles,0,1099000,1099000,31,2804,8925,6,6/9/2021 0:00,6/15/2021 0:00,1990,2021,2021
CRBB21126182,4809 Carpenter AVE ,91607,Los Angeles,0,999900,1003000,4,1828,1195,7,6/11/2021 0:00,6/18/2021 0:00,2017,2021,2021
CRCV21133093,2862 Donner WAY ,92509,Riverside,3,482000,495000,33,1328,8276,15,6/12/2021 0:00,6/27/2021 0:00,1988,2021,2021
CRIV21125062,31313 Ermitage LN ,92596,Riverside,3,499000,530530,19,1723,7841,9,6/8/2021 0:00,6/17/2021 0:00,2002,2021,2021
CRIV21131198,3141 Vallejo ST ,92503,Riverside,3,495000,520000,44,1178,6534,5,6/17/2021 0:00,6/22/2021 0:00,1977,2021,2021
CRNDP2106741,1372 Blackhawk Glen ,92029,San Diego,7,924800,1025000,32,2003,9343,9,6/11/2021 0:00,6/20/2021 0:00,1989,2021,2021
CROC21096678,24942 Hendon ST ,92653,Orange,1,899000,1040000,45,1867,5730,4,6/10/2021 0:00,6/14/2021 0:00,1976,2021,2021
CROC21125282,2711 W 178th ST ,90504,Los Angeles,0,899000,980000,68,1550,5356,9,6/9/2021 0:00,6/18/2021 0:00,1953,2021,2021
CRPW21133119,1020 Heritage ,92314,San Bernardino,8,1499000,1685000,6,4136,55321,4,6/18/2021 0:00,6/22/2021 0:00,2015,2021,2021
CRPW21134222,19771 Inverness LN ,92646,Orange,1,425000,435000,56,600,800,7,6/21/2021 0:00,6/28/2021 0:00,1965,2021,2021
CRSW21119862,25030 Cinnabar CT ,92595,Riverside,3,715000,745000,16,3576,11326,10,6/3/2021 0:00,6/13/2021 0:00,2005,2021,2021
EB40954527,1389 Trestle Glen Rd ,94610,Alameda,5,1195000,1520000,97,1271,3330,7,6/18/2021 0:00,6/25/2021 0:00,1924,2021,2021
EB40955296,1361 Ellen Lane ,94513,Contra Costa,4,445000,485000,60,1280,5000,6,6/23/2021 0:00,6/29/2021 0:00,1961,2021,2021
ME201901215,3888 Cherokee RD ,95965,Butte,9,289000,289000,20,1560,485258,19,4/17/2019 0:00,5/6/2019 0:00,2001,2019,2019
ME202002884,131 Worthy AVE ,95965,Butte,9,215000,215000,67,1057,5663,16,10/8/2020 0:00,10/24/2020 0:00,1954,2020,2020
ME202100105,1112 Northgate DR ,95991,Sutter,23,360000,360000,40,1812,6970,10,1/14/2021 0:00,1/24/2021 0:00,1981,2021,2021
ME221066910,1417 Volonne DR ,95747,Placer,10,565000,577000,6,1645,4326,14,6/14/2021 0:00,6/28/2021 0:00,2015,2021,2021
ME221071272,4566 Castana DR ,95682,El Dorado,18,699900,770000,31,2504,13504,4,6/18/2021 0:00,6/22/2021 0:00,1990,2021,2021
ML81848049,1471 Hall AVE ,95023,San Benito,40,735000,777000,29,2000,7000,5,6/9/2021 0:00,6/14/2021 0:00,1992,2021,2021
ML81848436,354 West DR ,95018,Santa Cruz,26,599000,610000,78,1034,9409,7,6/11/2021 0:00,6/18/2021 0:00,1943,2021,2021
ML81851492,32212 Claremont ST ,94587,Alameda,5,1250000,1250000,53,1720,6200,0,6/30/2021 0:00,6/30/2021 0:00,1968,2021,2021
ML81851571,1125 Miles AVE ,93950,Monterey,22,749000,749000,70,826,4500,7,7/1/2021 0:00,7/8/2021 0:00,1951,2021,2021
TM21-751134,1615 Arla WAY ,90041,Los Angeles,0,888000,888000,0,1711,1207,0,6/11/2021 0:00,6/11/2021 0:00,2021,2021,2021
TM21-752136,3154 Cadet CT ,90068,Los Angeles,0,1368000,1368000,81,1367,4404,3,6/4/2021 0:00,6/7/2021 0:00,1940,2021,2021
BA321052071,10 Dutch Valley LN ,94960,Marin,17,2245000,2830000,57,3140,16801,11,6/11/2021 0:00,6/22/2021 0:00,1964,2021,2021
BA321056500,592 Bokman PL ,95476,Sonoma,13,720000,720000,33,1438,4273,19,6/23/2021 0:00,7/12/2021 0:00,1988,2021,2021
BE40956298,15208 Edgemoor St ,94579,Alameda,5,748800,775000,71,1328,5040,6,6/25/2021 0:00,7/1/2021 0:00,1950,2021,2021
CC40955946,1160 Summer Way ,94565,Contra Costa,4,595000,650000,28,2025,5500,8,6/24/2021 0:00,7/2/2021 0:00,1993,2021,2021
CNSR21119976,5261 Davidson DR ,93033,Ventura,12,525000,565000,15,1507,1507,7,6/9/2021 0:00,6/16/2021 0:00,2006,2021,2021
CNSR21131086,714 Appleton RD ,93065,Ventura,12,700000,801000,57,1638,7000,3,6/17/2021 0:00,6/20/2021 0:00,1964,2021,2021
CRCV21148717,10987 Sandalwood LN ,92301,San Bernardino,8,371000,371000,6,2347,7204,0,7/8/2021 0:00,7/8/2021 0:00,2015,2021,2021
CRIV21130988,1809 Myrtle ST ,92880,Riverside,3,610000,655000,32,1892,5227,6,6/18/2021 0:00,6/24/2021 0:00,1989,2021,2021
CRND21116684,430 Sonora AVE ,91201,Los Angeles,0,1049000,1260000,94,1480,5777,12,6/4/2021 0:00,6/16/2021 0:00,1927,2021,2021
CROC21104165,23851 Pinafore CIR ,92677,Orange,1,1399000,1360000,48,2846,7700,19,5/14/2021 0:00,6/2/2021 0:00,1973,2021,2021
CROC21124387,1 Nutwood ,92604,Orange,1,830000,910000,43,1321,3118,6,6/11/2021 0:00,6/17/2021 0:00,1978,2021,2021
CROC21132700,26235 Buscador ,92692,Orange,1,999900,1135000,41,2083,6000,11,6/18/2021 0:00,6/29/2021 0:00,1980,2021,2021
CROC21134239,25815 Southbrook ,92630,Orange,1,799900,900000,38,1859,5824,2,6/21/2021 0:00,6/23/2021 0:00,1983,2021,2021
CROC21151062,4711 Oceanridge DR ,92649,Orange,1,3600000,3600000,7,4464,9932,0,7/12/2021 0:00,7/12/2021 0:00,2014,2021,2021
CRSW21118786,24324 Jacarte DR ,92562,Riverside,3,499900,560000,33,1716,7405,11,6/5/2021 0:00,6/16/2021 0:00,1988,2021,2021
CRWS21123144,175 W Chestnut AVE ,91776,Los Angeles,0,835000,918000,80,1363,6313,7,6/16/2021 0:00,6/23/2021 0:00,1941,2021,2021
ME201902830,2425 Greentree CT ,95981,Yuba,21,399000,415000,14,1551,10019,5,8/14/2019 0:00,8/19/2019 0:00,2007,2019,2019
ME202000735,6216 Cannon CT ,95954,Butte,9,245000,239000,30,1441,10890,9,3/3/2020 0:00,3/12/2020 0:00,1991,2020,2020
ME221058237,2234 Trower CT ,95630,Sacramento,2,659000,660000,27,1574,6534,17,6/10/2021 0:00,6/27/2021 0:00,1994,2021,2021
ME221065064,5809 Rio Verde WAY ,95660,Sacramento,2,309000,340000,67,925,6098,5,6/10/2021 0:00,6/15/2021 0:00,1954,2021,2021
ME221065354,8062 Bayberry CT ,95610,Sacramento,2,450000,465000,48,1274,6534,4,6/11/2021 0:00,6/15/2021 0:00,1973,2021,2021
ME221066452,1416 Hickory ST ,95678,Placer,10,399900,440000,35,1326,6286,7,6/15/2021 0:00,6/22/2021 0:00,1986,2021,2021
ME221070651,9725 Valley Home RD ,95361,Stanislaus,16,600000,615000,98,800,780595,5,6/18/2021 0:00,6/23/2021 0:00,1923,2021,2021
ML81848326,104 Soule AVE ,94523,Contra Costa,4,1499000,1720000,74,2507,15600,8,6/10/2021 0:00,6/18/2021 0:00,1947,2021,2021
ML81848982,5740 Holland LN ,95118,Santa Clara,6,1298000,1410000,61,1198,5979,7,6/15/2021 0:00,6/22/2021 0:00,1960,2021,2021
ML81849962,1095 Clematis DR ,94086,Santa Clara,6,1899000,2030000,50,1947,6660,9,6/21/2021 0:00,6/30/2021 0:00,1971,2021,2021
ML81851863,4170 Rivermark PKWY ,95054,Santa Clara,6,2400000,2400000,18,3395,3394,0,7/2/2021 0:00,7/2/2021 0:00,2003,2021,2021
ML81853690,48887 Crestview CMN CM,94539,Alameda,5,3288000,3500000,23,4011,20848,1,7/15/2021 0:00,7/16/2021 0:00,1998,2021,2021
SF421561284,118 Woodland AVE ,94117,San Francisco,19,3795000,4250000,99,3437,2596,7,6/10/2021 0:00,6/17/2021 0:00,1922,2021,2021
BA321058948,773 Kearney ,94559,Napa,25,1600000,1585000,46,3700,17860,97,3/10/2021 0:00,6/15/2021 0:00,1975,2021,2021
CC40954014,5028 Esmond Ave ,94805,Contra Costa,4,649000,825000,81,1153,4800,7,6/11/2021 0:00,6/18/2021 0:00,1940,2021,2021
CNSR21122752,4916 Greenbush AVE ,91423,Los Angeles,0,1600000,1710000,70,2475,7206,8,6/11/2021 0:00,6/19/2021 0:00,1951,2021,2021
CNSR21124913,4114 W Avenue J9 ,93536,Los Angeles,0,479990,480000,17,2241,8143,25,5/20/2021 0:00,6/14/2021 0:00,2004,2021,2021
CRCV21112177,6155 Pablo ST ,91710,San Bernardino,8,849900,881400,18,3230,11250,6,6/11/2021 0:00,6/17/2021 0:00,2003,2021,2021
CRIV21124029,3391 Mono DR ,92506,Riverside,3,549000,575000,68,1527,10890,16,6/8/2021 0:00,6/24/2021 0:00,1953,2021,2021
CRNDP2106363,4870 Riding Ridge RD ,92130,San Diego,7,1608000,1690000,25,2658,5565,29,6/1/2021 0:00,6/30/2021 0:00,1996,2021,2021
CROC21066201,47560 Stampede TRL ,92201,Riverside,3,365000,400000,19,1511,6969,78,3/28/2021 0:00,6/14/2021 0:00,2002,2021,2021
CROC21112305,29069 Sterling LN ,91354,Los Angeles,0,928000,925000,7,2796,5329,7,6/9/2021 0:00,6/16/2021 0:00,2014,2021,2021
CRPTP2104016,5590 Calle Miramar ,92037,San Diego,7,2000000,2225000,48,2063,12400,18,5/27/2021 0:00,6/14/2021 0:00,1973,2021,2021
CRPTP2104047,373 Elmira St. ,92019,San Diego,7,630000,625000,62,1414,6100,7,6/7/2021 0:00,6/14/2021 0:00,1959,2021,2021
EB40954906,1834 Taylor Rd ,94511,Contra Costa,4,800000,800000,29,2128,11424,0,6/17/2021 0:00,6/17/2021 0:00,1992,2021,2021
ME221068207,1334 W Orangeburg AVE ,95350,Stanislaus,16,329000,345000,67,1058,5759,18,6/14/2021 0:00,7/2/2021 0:00,1954,2021,2021
ME221070087,5337 Dawn Oak LN ,95628,Sacramento,2,699950,743000,42,2363,9500,6,6/17/2021 0:00,6/23/2021 0:00,1979,2021,2021
ME221080028,15670 Forest Hill DR ,95006,Santa Cruz,26,869000,930000,58,1274,37897,2,7/7/2021 0:00,7/9/2021 0:00,1963,2021,2021
ML81849387,978 Scotsglen CT ,95136,Santa Clara,6,1248000,1303000,53,1572,6017,0,6/17/2021 0:00,6/17/2021 0:00,1968,2021,2021
ML81854508,2523 Brewster AVE ,94062,San Mateo,11,1695000,1842750,70,2070,11480,0,7/20/2021 0:00,7/20/2021 0:00,1951,2021,2021
BE40954091,1405 W 18Th St ,94509,Contra Costa,4,525000,555000,51,1492,10395,3,6/12/2021 0:00,6/15/2021 0:00,1970,2021,2021
CRIV21135841,27499 Jimson CIR ,92591,Riverside,3,460000,492000,32,1077,6098,6,6/22/2021 0:00,6/28/2021 0:00,1989,2021,2021
CRMC21127109,12743 Quicksilver ST ,95386,Stanislaus,16,345000,355000,18,1229,6450,6,6/15/2021 0:00,6/21/2021 0:00,2003,2021,2021
CROC21122339,263 W Pershing CT ,91723,Los Angeles,0,549900,550000,96,864,2928,8,6/8/2021 0:00,6/16/2021 0:00,1925,2021,2021
CROC21137649,25 Cache ST ,92694,Orange,1,1199000,1286000,8,2391,4078,5,6/24/2021 0:00,6/29/2021 0:00,2013,2021,2021
CRPTP2104033,58 Tamarindo Way ,91911,San Diego,7,755000,835000,6,1870,7221,9,6/5/2021 0:00,6/14/2021 0:00,2015,2021,2021
CRPW21129324,4202 Nipomo AVE ,90713,Los Angeles,0,799999,821000,69,1215,5254,6,6/15/2021 0:00,6/21/2021 0:00,1952,2021,2021
CRSC21125683,870 El Moro AVE ,93402,San Luis Obispo,20,599000,640000,62,868,6250,6,6/10/2021 0:00,6/16/2021 0:00,1959,2021,2021
CRSW21127699,12021 Old Mill RD ,90720,Orange,1,2395000,2350000,61,3716,8470,9,6/12/2021 0:00,6/21/2021 0:00,1960,2021,2021
CRTR21127412,23820 Bower Cascade PL ,91765,Los Angeles,0,725000,750000,56,1412,11347,14,6/11/2021 0:00,6/25/2021 0:00,1965,2021,2021
