MLS Number,county,County_Index,Year_Sale,List Price,Sale Price,DOM,Sale Date
ME221065725,Sacramento,2,2021,525000,535000,2,6/12/2021 0:00
ME221071497,Sacramento,2,2021,350000,376000,5,6/23/2021 0:00
ME221064500,Sacramento,2,2021,459000,505000,5,6/14/2021 0:00
ME202000241,Butte,9,2020,99500,92000,138,6/9/2020 0:00
ME202100704,Shasta,30,2021,360000,360000,1,3/24/2021 0:00
CRRS21122453,Los Angeles,0,2021,2998000,3000000,26,6/22/2021 0:00
TM21-746208,Los Angeles,0,2021,1399000,1650000,8,6/17/2021 0:00
CRNDP2106743,San Diego,7,2021,780000,777000,8,6/18/2021 0:00
CRNDP2107003,San Diego,7,2021,1575000,1600000,1,5/28/2021 0:00
CRPW21127464,Orange,1,2021,1249000,1210000,4,6/17/2021 0:00
CRLG21125208,Orange,1,2021,4399000,4650000,13,6/13/2021 0:00
CROC21104589,Orange,1,2021,815000,815000,0,7/8/2021 0:00
CRPW21126777,Orange,1,2021,799998,810000,4,6/15/2021 0:00
CRPW21120804,Orange,1,2021,898000,950000,22,6/25/2021 0:00
ML81849355,San Mateo,11,2021,1798000,2200000,6,6/23/2021 0:00
CC40954723,Contra Costa,4,2021,799000,860000,3,6/21/2021 0:00
CC40954068,Contra Costa,4,2021,1685000,1918000,5,6/22/2021 0:00
BE40953933,Contra Costa,4,2021,1475000,1710000,5,6/22/2021 0:00
ML81848529,San Benito,40,2021,649000,700000,4,6/15/2021 0:00
ML81851489,Santa Clara,6,2021,1515000,1602663,0,6/30/2021 0:00
CRMC21138741,Merced,27,2021,250000,270000,6,6/30/2021 0:00
ME221065674,Stanislaus,16,2021,329000,345000,7,6/19/2021 0:00
ME221068535,Sacramento,2,2021,655000,721600,1,6/17/2021 0:00
ME221066445,Sacramento,2,2021,475000,520000,6,6/23/2021 0:00
ME221061422,Sacramento,2,2021,459000,500000,5,6/22/2021 0:00
CRSN21130632,Butte,9,2021,785000,800000,7,6/24/2021 0:00
CRSB21132761,Los Angeles,0,2021,3500000,3500000,0,6/18/2021 0:00
CRPV21135896,Los Angeles,0,2021,1450000,1600000,8,6/30/2021 0:00
CRSB21131159,Los Angeles,0,2021,1695000,1830000,7,6/23/2021 0:00
CRPW21123969,Orange,1,2021,669000,690000,10,6/17/2021 0:00
CRCV21130141,San Bernardino,8,2021,695000,771500,5,6/21/2021 0:00
CRIV21122392,San Bernardino,8,2021,424900,467000,7,6/12/2021 0:00
CRPW21131071,Orange,1,2021,1099000,1165000,3,6/21/2021 0:00
CROC21153337,Orange,1,2021,869000,860000,0,7/13/2021 0:00
CRMD21144534,Madera,34,2021,320000,320000,0,3/30/2021 0:00
ML81851592,San Mateo,11,2021,2500000,2575000,0,7/1/2021 0:00
ML81849009,San Mateo,11,2021,1365000,1365000,0,6/15/2021 0:00
SF421561919,San Francisco,19,2021,1825000,2000000,14,6/25/2021 0:00
ML81849028,Santa Clara,6,2021,1600000,1750000,8,6/23/2021 0:00
ML81850167,Santa Clara,6,2021,2250000,2400000,2,6/24/2021 0:00
ML81848033,Santa Clara,6,2021,1200000,1200000,1,6/10/2021 0:00
ME221066314,Sacramento,2,2021,375000,375000,1,6/12/2021 0:00
ME221033357,Sacramento,2,2021,385000,412000,5,6/15/2021 0:00
ME221048986,Nevada,28,2021,639000,650000,4,6/14/2021 0:00
CROR21156486,Butte,9,2021,595000,595000,0,7/16/2021 0:00
CRSN21124356,Butte,9,2021,505000,517000,7,6/16/2021 0:00
ME202101194,Sutter,23,2021,429900,429900,7,5/25/2021 0:00
CRPV21123303,Los Angeles,0,2021,2148000,2350000,6,6/13/2021 0:00
CRND21116684,Los Angeles,0,2021,1049000,1260000,12,6/16/2021 0:00
CNSR21125058,Los Angeles,0,2021,1099000,1099000,6,6/15/2021 0:00
TM21-750592,Los Angeles,0,2021,1100000,1150000,2,4/14/2021 0:00
TM21-748328,Los Angeles,0,2021,2299000,2400000,8,6/24/2021 0:00
CRCV21110998,San Bernardino,8,2021,499900,533000,9,6/23/2021 0:00
CRPW21126901,Los Angeles,0,2021,524900,530000,3,6/14/2021 0:00
CRND21132659,San Diego,7,2021,760000,811200,9,6/28/2021 0:00
CREV21123736,San Bernardino,8,2021,495000,535000,11,6/21/2021 0:00
TM21-751970,Orange,1,2021,5898000,6227000,5,6/29/2021 0:00
ML81849648,San Mateo,11,2021,2550000,3000000,7,6/25/2021 0:00
EB40954728,Alameda,5,2021,959000,976000,6,6/23/2021 0:00
ML81848436,Santa Cruz,26,2021,599000,610000,7,6/18/2021 0:00
ML81847985,Santa Clara,6,2021,850000,1000000,0,6/9/2021 0:00
BA321058867,Sonoma,13,2021,1100000,1100000,11,6/21/2021 0:00
ME221070918,Sacramento,2,2021,569950,605000,5,6/23/2021 0:00
ME221068173,Sacramento,2,2021,484900,490000,4,6/22/2021 0:00
ME221060552,Yolo,24,2021,599000,658000,6,6/16/2021 0:00
ME221073756,Sacramento,2,2021,605000,651000,5,6/28/2021 0:00
ME221064797,El Dorado,18,2021,1050000,1255000,4,6/21/2021 0:00
ME221064029,Sacramento,2,2021,345000,365000,6,6/16/2021 0:00
CRPF21123135,Los Angeles,0,2021,699000,813000,13,6/20/2021 0:00
CRRS21130482,Los Angeles,0,2021,559900,540000,12,6/28/2021 0:00
CRIG21124188,Los Angeles,0,2021,730000,785000,7,6/15/2021 0:00
CRPW21138245,Orange,1,2021,1210000,1210000,1,6/26/2021 0:00
CNSR21132302,Los Angeles,0,2021,829000,905000,8,6/24/2021 0:00
CRPW21132282,San Diego,7,2021,1321000,1500000,9,6/25/2021 0:00
CRIG21126886,Riverside,3,2021,555000,585000,7,6/17/2021 0:00
CRSW21130311,Riverside,3,2021,415000,465000,11,6/24/2021 0:00
CROC21123128,Orange,1,2021,1069000,1225000,14,6/21/2021 0:00
CRIG21126606,Riverside,3,2021,1650000,1650000,20,7/1/2021 0:00
CRNS21126990,San Luis Obispo,20,2021,449000,449000,1,6/11/2021 0:00
BE40957525,Alameda,5,2021,1275000,1350000,1,7/14/2021 0:00
BE40953944,Alameda,5,2021,1649000,1800000,5,6/22/2021 0:00
BE40954230,Contra Costa,4,2021,1949000,2350000,7,6/21/2021 0:00
ML81848833,Santa Cruz,26,2021,895000,912000,6,6/20/2021 0:00
ME221065062,San Joaquin,15,2021,349990,320000,15,6/24/2021 0:00
BA321053952,Sonoma,13,2021,825000,905000,23,7/9/2021 0:00
ME221065241,Placer,10,2021,559900,575000,4,6/15/2021 0:00
ME221073526,Placer,10,2021,749900,786000,5,6/29/2021 0:00
ME221065000,Sacramento,2,2021,349000,378500,7,6/22/2021 0:00
ME201902602,Butte,9,2019,255000,250000,6,7/31/2019 0:00
TM21-751088,Los Angeles,0,2021,860000,860000,0,6/18/2021 0:00
TM21-748860,Los Angeles,0,2021,450000,450000,0,6/14/2021 0:00
CNSR21125087,Los Angeles,0,2021,450000,520000,13,6/21/2021 0:00
CRSB21131761,Los Angeles,0,2021,1399000,1600000,0,6/16/2021 0:00
CRNDP2106823,San Diego,7,2021,789000,879000,4,6/16/2021 0:00
CRNDP2106643,San Diego,7,2021,599000,589000,12,6/14/2021 0:00
CRSW21134568,Riverside,3,2021,324900,340000,4,6/29/2021 0:00
CRSW21125603,Riverside,3,2021,544900,560000,7,6/16/2021 0:00
CROC21155176,Orange,1,2021,1300000,1300000,0,7/15/2021 0:00
CRPTP2104389,Orange,1,2021,725000,700000,14,7/6/2021 0:00
ML81849537,Santa Clara,6,2021,1650000,1900000,8,6/25/2021 0:00
SF421566190,San Francisco,19,2021,2350000,2650000,3,7/1/2021 0:00
BE40955297,Alameda,5,2021,899000,1130000,4,6/29/2021 0:00
BA321055487,Napa,25,2021,899000,940000,0,6/15/2021 0:00
BA321054132,Marin,17,2021,1150000,1150000,0,6/14/2021 0:00
ML81850072,Santa Clara,6,2021,1298000,1550000,2,6/23/2021 0:00
ME221065036,San Joaquin,15,2021,325000,375000,10,6/19/2021 0:00
BE40953516,San Joaquin,15,2021,685000,850000,9,6/26/2021 0:00
ME221070742,Sacramento,2,2021,399900,447000,7,6/25/2021 0:00
ME221073827,Sacramento,2,2021,589000,601000,5,6/29/2021 0:00
ME221065166,El Dorado,18,2021,595000,610000,5,6/14/2021 0:00
ME221071287,Sacramento,2,2021,349900,380000,5,6/23/2021 0:00
ME202100937,Sutter,23,2021,288000,288000,12,4/28/2021 0:00
ME201902514,Butte,9,2019,80000,92000,1,7/19/2019 0:00
ME221057193,Yuba,21,2021,310000,310000,13,6/7/2021 0:00
ME221074865,Colusa,36,2021,325000,325000,1,5/12/2021 0:00
TM21-734440,Los Angeles,0,2021,1125000,1280000,11,7/5/2021 0:00
TM21-746092,Los Angeles,0,2021,1675000,2250000,2,6/11/2021 0:00
CRPW21121488,Orange,1,2021,850000,882500,21,6/24/2021 0:00
TM21-746662,Los Angeles,0,2021,1395000,1575000,6,6/15/2021 0:00
CRPTP2103952,San Diego,7,2021,815000,825000,17,6/23/2021 0:00
CREV21143054,San Bernardino,8,2021,580000,580000,0,4/16/2021 0:00
CRIV21133730,Riverside,3,2021,550000,545000,1,6/19/2021 0:00
CROC21126585,Orange,1,2021,4498000,4550000,15,6/25/2021 0:00
CROC21123691,Orange,1,2021,1550000,1550000,10,6/21/2021 0:00
CROC21124386,Orange,1,2021,949900,1052500,9,6/18/2021 0:00
CRPW21118403,Orange,1,2021,715000,708000,14,6/15/2021 0:00
CRSB21131609,Ventura,12,2021,825000,835000,11,6/28/2021 0:00
CRV0-220000589,Ventura,12,2020,689000,700000,39,2/24/2020 0:00
ML81848569,Monterey,22,2021,875000,875000,6,6/17/2021 0:00
CC40955967,Contra Costa,4,2021,1099990,1200000,5,6/29/2021 0:00
CC40957276,Contra Costa,4,2021,1798000,2300000,0,7/4/2021 0:00
CC40956261,Alameda,5,2021,875000,925000,5,6/30/2021 0:00
BA321051021,Sonoma,13,2021,569900,625000,28,7/7/2021 0:00
ME221072101,Stanislaus,16,2021,375000,385000,2,6/23/2021 0:00
ME221064245,Sacramento,2,2021,519950,523000,8,6/17/2021 0:00
ME221065433,Sacramento,2,2021,699000,735000,5,6/14/2021 0:00
ME221077658,Sacramento,2,2021,729000,720000,12,7/13/2021 0:00
ME221070809,El Dorado,18,2021,439900,456000,3,6/21/2021 0:00
ME221065190,Placer,10,2021,835000,940000,5,6/15/2021 0:00
ME221065078,Sacramento,2,2021,379900,421000,6,6/15/2021 0:00
ME202100114,Butte,9,2021,220000,220000,148,6/12/2021 0:00
ME201902967,Yuba,21,2019,298900,298900,26,9/18/2019 0:00
ME202001323,Butte,9,2020,350000,350000,1,5/1/2020 0:00
TM21-748710,Los Angeles,0,2021,3850000,3850000,25,7/9/2021 0:00
CRP1-5628,Los Angeles,0,2021,600000,600000,0,7/8/2021 0:00
CRAR21126044,Los Angeles,0,2021,660000,660000,0,6/10/2021 0:00
CROC21149671,San Bernardino,8,2021,760000,760000,0,7/9/2021 0:00
CRCV21123554,San Bernardino,8,2021,514888,520000,6,6/16/2021 0:00
CRSW21122668,Riverside,3,2021,539000,535000,3,6/14/2021 0:00
CRSW21134743,Riverside,3,2021,549000,645000,11,7/2/2021 0:00
CRSW21145136,Orange,1,2021,540000,540000,7,7/9/2021 0:00
CRV0-219002942,Ventura,12,2019,489900,475000,236,11/6/2019 0:00
CRV0-219009129,Ventura,12,2020,785000,777500,194,1/13/2020 0:00
CRSC21131908,San Luis Obispo,20,2021,735000,735000,15,7/1/2021 0:00
ML81848592,San Mateo,11,2021,980000,1218750,7,6/18/2021 0:00
ML81848782,San Mateo,11,2021,1998000,2150000,8,6/22/2021 0:00
ML81849561,San Mateo,11,2021,2088000,2500000,7,6/25/2021 0:00
SF421567636,San Francisco,19,2021,2795000,3700000,6,7/1/2021 0:00
CC40953718,Contra Costa,4,2021,2199000,2525000,6,6/16/2021 0:00
EB40956410,Contra Costa,4,2021,509950,515000,5,7/2/2021 0:00
BE40953671,Alameda,5,2021,799800,920000,18,6/29/2021 0:00
BA321053308,Napa,25,2021,932000,1022500,12,6/29/2021 0:00
EB40953997,Contra Costa,4,2021,620000,675000,11,6/22/2021 0:00
CC40955648,Contra Costa,4,2021,465000,480000,6,6/29/2021 0:00
BE40958549,Contra Costa,4,2021,585000,685000,0,7/13/2021 0:00
BA321055145,Sonoma,13,2021,628000,628000,6,6/23/2021 0:00
ME221068423,Sacramento,2,2021,324990,350000,4,6/21/2021 0:00
ME221070796,Placer,10,2021,550000,565000,26,6/24/2021 0:00
ME221067381,El Dorado,18,2021,620000,610000,3,6/15/2021 0:00
ME221071999,Sacramento,2,2021,559900,554000,7,6/30/2021 0:00
ME221068329,Sacramento,2,2021,445000,460000,12,6/28/2021 0:00
ME221064586,Sacramento,2,2021,749000,749000,7,6/17/2021 0:00
ME202001169,Butte,9,2020,269900,265500,45,5/29/2020 0:00
ME201902286,Butte,9,2019,239000,235000,23,7/25/2019 0:00
TM21-747160,Los Angeles,0,2021,639000,697000,9,6/19/2021 0:00
CRDW21128663,Los Angeles,0,2021,699000,699000,13,6/27/2021 0:00
CRP0-820000836,Los Angeles,0,2020,999000,930000,88,5/29/2020 0:00
CNSR21123467,Los Angeles,0,2021,519900,560000,3,6/13/2021 0:00
CRBB21125665,Los Angeles,0,2021,1399000,1460000,6,6/16/2021 0:00
CRNDP2106707,San Diego,7,2021,899000,975000,5,6/15/2021 0:00
CREV21126618,San Bernardino,8,2021,315000,307000,20,6/30/2021 0:00
CRCV21125255,Riverside,3,2021,465000,495000,6,6/14/2021 0:00
CROC21125107,Orange,1,2021,989000,1055000,9,6/17/2021 0:00
CRPW21129162,Orange,1,2021,800000,790000,21,7/9/2021 0:00
CRIG21126327,Riverside,3,2021,564900,600000,5,6/15/2021 0:00
CRPW21124590,Orange,1,2021,830000,890000,5,6/13/2021 0:00
CRSC21125141,Fresno,31,2021,375000,375000,0,5/10/2021 0:00
ML81849823,Contra Costa,4,2021,1100000,1100000,0,6/17/2021 0:00
BA321054954,Marin,17,2021,870000,870000,21,5/24/2021 0:00
ML81848437,Santa Clara,6,2021,1500000,1635000,6,6/17/2021 0:00
BA321053307,Sonoma,13,2021,889000,955000,24,7/9/2021 0:00
ME221074114,Sacramento,2,2021,640000,625000,7,7/1/2021 0:00
ME221067867,Sacramento,2,2021,534950,565000,5,6/24/2021 0:00
ME221073063,Sacramento,2,2021,499000,565000,6,6/28/2021 0:00
ME202002100,Shasta,30,2020,289000,290000,2,7/19/2020 0:00
ME202001498,Tehama,32,2020,150000,145000,5,5/27/2020 0:00
CROC21079534,Los Angeles,0,2021,1150000,1235000,63,6/15/2021 0:00
CRPW21125465,Los Angeles,0,2021,1125000,1237500,19,6/21/2021 0:00
CRCV21125757,Riverside,3,2021,359000,335000,22,7/2/2021 0:00
CREV21128386,San Bernardino,8,2021,420000,420000,0,6/14/2021 0:00
CRCV21112102,San Bernardino,8,2021,439000,465000,22,6/15/2021 0:00
CRSW21135216,Riverside,3,2021,630000,630000,14,6/22/2021 0:00
CRPW21129746,Orange,1,2021,899995,910000,15,7/1/2021 0:00
CRMD21125657,Madera,34,2021,175000,175000,4,6/15/2021 0:00
ML81848182,San Mateo,11,2021,2495000,2926000,6,6/15/2021 0:00
ML81848801,San Mateo,11,2021,1738000,2230000,8,6/22/2021 0:00
ME221073918,Santa Clara,6,2021,1298888,1600000,5,6/28/2021 0:00
BA321051538,Solano,14,2021,495000,565000,5,6/15/2021 0:00
CC40955377,Contra Costa,4,2021,799000,782500,0,6/21/2021 0:00
EB40955358,Alameda,5,2021,1995000,2200000,12,7/3/2021 0:00
ME221066509,Stanislaus,16,2021,355000,402000,5,6/16/2021 0:00
ME221072579,Stanislaus,16,2021,385000,420000,3,6/28/2021 0:00
ME221062478,Sacramento,2,2021,625000,702500,4,6/20/2021 0:00
ME221064525,El Dorado,18,2021,1647000,1700000,5,6/14/2021 0:00
ME221066203,Sacramento,2,2021,410000,458500,4,6/15/2021 0:00
ME221066426,Sacramento,2,2021,539900,545000,5,6/16/2021 0:00
ME201900755,Butte,9,2019,143000,145000,8,3/16/2019 0:00
CROC21131631,Orange,1,2021,750000,765000,6,6/23/2021 0:00
CRPW21124605,Orange,1,2021,775000,775000,0,6/7/2021 0:00
CNSR21130999,Los Angeles,0,2021,625000,670000,0,6/16/2021 0:00
CRTR21135464,San Bernardino,8,2021,535000,530000,0,6/22/2021 0:00
CRSW21135311,Riverside,3,2021,320000,320000,0,6/22/2021 0:00
CRSW21125629,Riverside,3,2021,600000,615000,6,6/16/2021 0:00
CRIG21127772,Riverside,3,2021,278800,278800,11,6/21/2021 0:00
CROC21125814,Orange,1,2021,675000,755000,11,6/22/2021 0:00
CROC21117386,Orange,1,2021,1225000,1296000,13,6/21/2021 0:00
CRPI21127082,Kern,39,2021,389000,380000,2,6/13/2021 0:00
CRPI21139276,San Luis Obispo,20,2021,898000,961000,4,7/6/2021 0:00
CNSR21131946,Los Angeles,0,2021,522900,540000,6,6/23/2021 0:00
CC40953885,San Mateo,11,2021,1998000,2460000,7,6/18/2021 0:00
EB40954020,Contra Costa,4,2021,675000,720000,10,6/21/2021 0:00
CC40954128,Contra Costa,4,2021,1248000,1285000,9,6/23/2021 0:00
BE40953549,Alameda,5,2021,1498000,1535000,6,6/15/2021 0:00
EB40953501,Alameda,5,2021,2095000,2510000,0,6/15/2021 0:00
EB40954731,Alameda,5,2021,979000,1520000,13,6/30/2021 0:00
BA321060409,Marin,17,2021,1300000,1290000,16,6/18/2021 0:00
ML81848336,Santa Clara,6,2021,1248888,1248888,6,6/16/2021 0:00
ML81848595,Santa Clara,6,2021,1699000,1940000,6,6/17/2021 0:00
ML81848325,Santa Clara,6,2021,1099000,1451500,8,6/25/2021 0:00
ME221063007,Stanislaus,16,2021,424900,445000,5,6/17/2021 0:00
BA321033632,Solano,14,2021,560000,590000,16,7/12/2021 0:00
ME221062783,Placer,10,2021,399900,407000,6,6/16/2021 0:00
ME221068478,Sacramento,2,2021,298000,312000,4,6/29/2021 0:00
CRSN21129418,Glenn,38,2021,319000,320000,1,6/16/2021 0:00
CRPW21134561,Los Angeles,0,2021,1200000,1185000,7,6/19/2021 0:00
CNSR21134234,Los Angeles,0,2021,749950,830000,4,6/25/2021 0:00
CNSR21122771,Ventura,12,2021,560000,605000,14,6/21/2021 0:00
TM21-744672,Los Angeles,0,2021,2595000,2810000,11,6/21/2021 0:00
CRPTP2104222,San Diego,7,2021,633000,633000,0,6/16/2021 0:00
CRPTP2104329,San Diego,7,2021,700000,700000,1,6/22/2021 0:00
CRPTP2104181,San Diego,7,2021,549900,570000,1,6/16/2021 0:00
CRSW21126288,Riverside,3,2021,299000,325000,8,6/18/2021 0:00
CRSW21127098,Riverside,3,2021,388000,400000,10,6/21/2021 0:00
CROC21129507,Orange,1,2021,1495000,1600000,73,6/24/2021 0:00
CNSR21125940,Ventura,12,2021,819000,900000,20,6/30/2021 0:00
CRNS21133291,San Luis Obispo,20,2021,524900,525000,5,6/23/2021 0:00
BA321053241,Solano,14,2021,740000,740000,24,6/7/2021 0:00
CC40955453,Alameda,5,2021,725000,725000,0,6/25/2021 0:00
EB40959275,Alameda,5,2021,1500000,1500000,0,7/16/2021 0:00
BA321051420,Marin,17,2021,3995000,3865000,21,7/1/2021 0:00
BA321063410,Marin,17,2021,3995000,4500000,9,5/28/2021 0:00
ML81853933,Santa Clara,6,2021,2298888,2515000,0,7/16/2021 0:00
ME221066554,San Joaquin,15,2021,225000,235500,10,6/21/2021 0:00
BA321057590,Sonoma,13,2021,525000,525000,1,7/8/2021 0:00
BA321057848,Sonoma,13,2021,880000,880000,0,7/16/2021 0:00
ME221062798,Sacramento,2,2021,1350000,1275000,23,7/2/2021 0:00
TM21-693702,Los Angeles,0,2021,3467500,3467500,69,4/26/2021 0:00
TM21-746470,Los Angeles,0,2021,1250000,1372000,9,7/2/2021 0:00
TM21-748342,Los Angeles,0,2021,1047000,1310000,10,6/25/2021 0:00
CROC21101331,Los Angeles,0,2021,1175000,1285000,1,6/20/2021 0:00
CRWS21124877,Los Angeles,0,2021,980000,980000,3,6/11/2021 0:00
CRND21128533,San Bernardino,8,2021,325000,360000,5,6/19/2021 0:00
CRIV21136943,Riverside,3,2021,459900,455000,0,6/23/2021 0:00
CROC21125095,Orange,1,2021,1249000,1250000,17,6/27/2021 0:00
CROC21148285,Orange,1,2021,1275000,1275000,0,7/7/2021 0:00
SF421556516,San Francisco,19,2021,2427350,2427350,22,5/12/2021 0:00
CC40955237,Contra Costa,4,2021,1599000,1850000,0,6/18/2021 0:00
ML81850337,Santa Clara,6,2021,1675000,2130000,9,7/2/2021 0:00
ME221065344,San Joaquin,15,2021,199000,200000,13,6/22/2021 0:00
